id	sentence	label
1570	For the present time, just do your job well	0
1571	Be robust enough to work more than a robot!	0
1572	Let your body work until it is spent, but keep your mind to yourself.	0
1573	We are just peasants with money.	0
1574	You can steal someone's work but you can't steal the experience that he has gained from that work.	0
1575	One of the really tough things is figuring out what questions to ask. Once you figure out the question, then the answer is relatively easy.	0
1576	I don't know how to do it today, but I will know how to do it tomorrow and do it.	0
1577	Pleasure and business, unlike oil and water, can sometimes be mixed.	0
1578	If you want things to change, you must change. If you want things to get better, you must get better.	0
1579	You have time to do what needs to be done.	0
1580	Quality of work is directly related to the quality of a person's character.	0
1581	Make time to be still.	0
1582	If it has to be done, it must be best done.	0
1583	As long as there are ways we can serve, then we have a job to do.	0
1584	I didn't want to give up my job and join the ranks of the Doing Fuck All brigade no matter how much money I had in the bank.	0
1585	You're only as good as your next idea. And if you can't agree on that, then it's time to walk.	0
1586	When you can't make it, just fake it	0
1587	Love what you do!	0
1588	If you have no job, help is needed.	0
1589	It's absurd to be upset by a lack of results when the cause is a lack of activity.	0
1590	It's no use going the extra mile if people don't expect it. You will never get extra credit for it. Just invest it on something else.	0
1591	A sure way to start your own business is to stay out of everyone else's.	0
1592	You get what you work for.	0
1593	Being surrounded by successful people, doesn't mean you made it.	0
1594	The speed of modern life is an oppressive thing, and the corporate world is quick to punish those with an honest heart.	0
1595	I don't have any babies or ambition. I have it all!	0
1596	It is not about how much activity we are capable of doing but how we are performing the activity that makes the difference.	0
1597	Don't listen to a man who says we have to work together as a team. He means we have to work as he says.	0
1598	but I have no mind for business and considered staying awake to be enough of an accomplishment.	0
1599	It is easy to hurt people when we do not filter our thoughts, when we do not choose our words, when we do not control the tone of voice and the body language.	0
1600	Do all the work you can, while you can.	0
1601	The work that you were called to do is very important and precious	0
1602	She doesn't do enough work around here, probably because she's a woman	1
1603	There are no ugly women, only lazy ones	1
1604	If you work all day, when can you connect with your soul?	0
1605	Instead of thinking that you always need to do bigger things, learn to do the small things in better ways.	0
1606	Without strength, can we work to create wealth?	0
1607	With or without payment, the work will be done.	0
1608	We work in the best of our abilities.	0
1609	After all, the best part of a holiday is perhaps not so much to be resting yourself, as to see all the other fellows busy working.	0
1610	Do what you want that works.	0
1611	I just realized that sleep sometimes is the only precious wage for the hard working man.	0
1612	If two men on the same job agree all the time, then one is useless. If they disagree all the time, both are useless.	0
1613	I was cranked to a fifth gear, and everything I did, I did on a deadline.	0
1614	Work while you have strength.	0
1615	If you are lazy, then undoubtedly you will soon become poor	0
1616	My mind feels like a beehive without the buzz.	0
1617	When you gain maximum knowledge in any area of work and put it into practice, no power will be able to hinder you achieving your set goals.	0
1618	I've discovered I am most comfortable outside my comfort zone.	0
1619	I couldn't live with myself if I thought nothing could get better.	0
1620	Most business meetings involve one party elaborately suppressing a wish to shout at the other: 'just give us the money'.	0
1621	It is sad to see people do things without putting their soul and heart into it.	0
1622	Those who feel satisfied with their personal lives are more satisfied with their careers and perform better.	0
1623	When he studied, it was not so much for a promotion as to EXCEL at his job.	0
1624	By focusing on her career and taking a calculated approach to amassing power, Heidi violated our stereotypical expectations of women.	0
1625	Allow the beauty of all that we love be reflected in who we are and in our actions.	0
1626	To be great at anything that you do, you have to love it! but also give it your all..	0
1627	Begin the work!	0
1628	The only work for success is hard work.	0
1629	I will serve with all my might.	0
1630	Explore the endless opportunities in life.	0
1631	When we perform at our highest level of potential, we are content. Because we have given I best in what we enjoy doing.	0
1632	I've given you my time. Its all I've got to give - its all any man has. And for a pitiful buck and a quarter an hour.	0
1633	It's all right to tell a guy to lift himself by his own bootstraps, but it is cruel to say to a bootless guy that he ought to lift himself by his own bootstraps.	0
1634	Sometimes we just have to suck it up and do what we have to do, until we are able to do what we want to do.	0
1635	Next time, can you ask her to bring cookies? I don't like to put up with that level of insane unless there's some kind of high-calorie compensation.	0
1636	Better to be known for something than be forgotten for nothing.	0
1637	Its not workload that kills you, its worry that kills you.	0
1638	Do what you can while you can.	0
1639	Building something that matters is a marathon, not a sprint.	0
1640	A business is like an automobile. Its people its wheels, their passion its fuel.	0
1641	If you're not aiming at perfection, you're not trying hard enough.	0
1642	My mum and dad had worked incredibly hard to afford me an education.	0
1643	You need to find your gift, something you are doing better than others	0
1644	The point is not to be the best, but to be the best you can be.	0
1645	I work for what I want.	0
1646	If you want something new, you have to stop doing something old	0
1647	I earned a mater's degree in journalism and took the first job offered, as a sports writer. Instead of chasing my own fame, I wrote about famous athletes chasing theirs.	0
1648	If you find it difficult to get along with your boss, try to reason with him and talk through your differences. If that doesn't work, drive him to suicide and take over the company.	0
1649	Not everything you're good at is what you're called to do.	0
1650	My two most unproductive days of the week have always been yesterday and tomorrow. Keeping that in mind, I try to focus majority of my attention on today.	0
1651	Let your passion serve as your energy source to keep you going. I can attest that you will be happier, healthier, and more successful at it.	0
1652	With or without money, the work must be done.	0
1653	So you thought you could shit and eat at the same time. How disgustingly convenient.	0
1654	Everybody has to start somewhere. You have your whole future ahead of you. Perfection doesn't happen right away.	0
1655	Who told these people with dreams, goals and ambitions they could take time off?	0
1656	The president notices that when he takes off his coat to dig, people take more notice of the visual than they did his preceding remarks.	0
1657	a hundred failures mean a thousand successes	0
1658	Work like you don't need the money. Dance like no one is watching. And love like you've never been hurt.	0
1659	I resolve to do my very best in everything.	0
1660	I never sleep well when I'm on call.	0
1661	We can only see a short distance ahead, but we can see plenty there that needs to be done.	0
1662	We do many things carelessly or unwillingly, but nothing studiously unless we are willing and apply ourselves.	0
1663	Your gift is not what you do but what you are	0
1664	The USA has a long history of radiation damaging workers health.	0
1665	When given an opportunity, deliver excellence and never quit.	0
1666	I'm a heart surgeon, sure, but I'm just a mechanic. I go in and I fuck around and I fix things. Shit.	0
1667	There is no competition in work. Many a man wants glory but fails to work.	0
1668	American culture at large has failed working mothers.	0
1669	Shallow men believe in luck. Strong men believe in cause and effect.	0
1670	A vagina is an uneducated woman's diploma.	1
1671	Successful leaders know how to line up support for their initiatives and create the right environment for change and innovation.	0
1672	If your Idea cannot CHANGE the INDUSTRY, you have added no VALUE	0
1673	I am in love with what I do. I do it with great passion.	0
1674	Do only work that matters, and you will end up pleasing those who are important enough to care about it.	0
1675	Nobody will achieve anything just by dreaming.	0
1676	Never ever work! Do everything for fun. Remember, life is for joy!	0
1677	It is not how much you are paid that matters. But how much you get done that is most important.	0
1678	When I have fully executed this phase of my life, then I can begin a new chapter.	0
1679	There are plenty of chances in life, what's important is what you make of them.	0
1680	I wish to be a product not a consumer.	0
1681	Utilize your special skills to begin your own work.	0
1682	Live life with great humility.	0
1683	The harder the fight, the greater the victory.	0
1684	Do the good work, with the resources you have.	0
1685	Communication can be sent or received through verbal or nonverbal cues.	0
1686	Opportunities are like night owls. They like to streak naked and howl at the moon. A lot of success in life comes down to luck. So put yourself in a position to get lucky. Because you know what happens if you don't go out? Nothing.	0
1687	It's not just a question of doing what you love for a living. It's about doing what you love with love. Then your life and all be transformed.	0
1688	A genius does what he masters. An ordinary man tries to master what he does.	0
1689	If you want to know the real reasons behind that attitude, think of the thought behind that attitude	0
1690	Questioning is important for breakthrough innovation that in future companies will have a CXO level Position that leads all the interesting innovation - CQO Chief Questioning Officer.	0
